	Genome	sum	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
803	Streptococcus_agalactiae_strain_GX026_genomic.fasta	4.0423421075	0	0.9651085214	0	0	0.3553163285	1.3676255671	0.6743145085	0.4204020319	0.2595751501	0
804	Streptococcus_agalactiae_strain_GX064_genomic.fasta	3.3429184282	0	0	0	0.3801892217	0.3524870528	1.3677688533	0	0.8376337164	0	0.404839584
805	Streptococcus_agalactiae_strain_HN016_genomic.fasta	1.7888041155	0	0.4859625238	0	0	0	0.5472743801	0.3368631046	0.418704107	0	0
806	Streptococcus_iniae_SF1_genomic.fasta	6.1387458167	0.8128134819	0.4857340878	0	0.3812791155	0	0.5469529199	0.3354018546	2.1003160693	0.2579711561	1.2182771316
807	Streptococcus_iniae_strain_ISET0901_genomic.fasta	10.131729269	0.4061834353	0	0	0	1.4243906891	2.4621143381	1.3478414138	1.6806342213	0.7801033695	2.0304618019
808	Streptococcus_iniae_strain_YSFST01-82_genomic.fasta	5.3184368651	0	2.4275405374	0	0.762601104	0.7121952505	0.8204939242	0.3362939395	0	0.2593121095	0
809	Streptococcus_parauberis_KCTC_11537_genomic.fasta	1.4035985089	0.405779593	0	0.5921466047	0	0	0	0	0	0	0.4056723112
810	Streptomyces_pactum_strain_KLBMP_5084_genomic.fasta	30.4600732176	5.6896035469	2.9153304522	7.11931832	2.8595954334	1.4243912266	0.2734915182	1.3489921654	1.6814409711	3.9002427918	3.247666792
811	Streptomyces_sp_CNQ-509_genomic.fasta	1.4582311172	0	1.4582311172	0	0	0	0	0	0	0	0
812	Streptomyces_sp_GBA_94-10_genomic.fasta	124.6783430383	2.0317130267	6.3184672494	7.7131041753	11.8196609692	27.7641956316	15.5955910159	15.8545188606	15.5548735991	4.1604908093	17.8657277012
813	Streptomyces_sp_PVA_94-07_genomic.fasta	2.9935446057	0.4062845563	0.9720114267	0.5928947461	0.7625642577	0	0	0	0	0.2597896189	0
814	Sulfitobacter_sp_AM1-D1_genomic.fasta	4.9082170133	0.4064059965	0	0.5931414358	0.1906390755	0	0	0	0.4204012738	2.0797938866	1.2178353451
815	Sulfobacillus_acidophilus_TPY_genomic.fasta	3.2486529228	3.2486529228	0	0	0	0	0	0	0	0	0
816	Sulfurimonas_autotrophica_DSM_16294_genomic.fasta	1.1406223949	0	0	0.5933478513	0	0	0.5472745436	0	0	0	0
817	Sulfurimonas_denitrificans_DSM_1251_genomic.fasta	6.3441093186	0.8113843716	1.4571585992	0	0.9529484066	0.3557228913	0.5467191022	0.3373300411	0	0.2600344664	1.6228114402
818	Sulfurovum_sp_NBC37-1_genomic.fasta	323.8295399641	43.8746927539	34.0148914364	40.3319710039	48.2164023576	41.3009314368	27.3607411062	23.9492779472	21.4387802573	25.476701201	17.8651504638
819	Synechococcus_sp_CC9311_genomic.fasta	13.4632087708	4.062833821	5.8311605759	1.1866957655	0.762558267	0	0	0	0.8398568485	0.7801034929	0
820	Synechococcus_sp_CC9605_genomic.fasta	2.4292006883	0	2.4292006883	0	0	0	0	0	0	0	0
821	Synechococcus_sp_CC9902_genomic.fasta	21.0190797595	1.6234741003	2.9157684995	2.9659289368	2.6689545375	1.0682929208	1.3681870067	2.3606607038	1.6784783086	2.3394004642	2.0299342813
822	Synechococcus_sp_KORDI-100_genomic.fasta	3.0487859273	0.4064068102	0	0.5933479407	0.3804261813	0	0	0.3373301049	0	0.520069014	0.8112058762
823	Synechococcus_sp_KORDI-49_genomic.fasta	4.6514296852	0	1.4582831557	0	0	0	0.2726162825	1.0078752764	0.8404359324	0.2600341711	0.8121848671
824	Synechococcus_sp_KORDI_52_genomic.fasta	4.174986684	0	0.4860940799	0	1.5246494069	0.3556718907	0.2736371872	0.3366743518	0.4185263232	0.7797334443	0
825	Synechococcus_sp_PCC_7002_genomic.fasta	1.1968541345	0	0.4851712759	0	0	0.7116828586	0	0	0	0	0
826	Synechococcus_sp_RCC307_genomic.fasta	19.4534510308	0	0.9680261943	2.3715108218	3.4308973601	3.2034513678	1.3679295614	3.0359703629	1.260331743	2.598413872	1.2169197475
827	Synechococcus_sp_WH_7803_genomic.fasta	18.9301228021	8.5309679292	3.4011295401	1.1855363436	0.9508031539	0.7103686088	0.2736371775	0	0.8400574403	1.8202414806	1.2173811281
828	Synechococcus_sp_WH_8020_genomic.fasta	0.9522792068	0.405907258	0	0	0	0	0.5463719488	0	0	0	0
829	Synechococcus_sp_WH_8102_genomic.fasta	3.428431472	0	0	0	0	1.0682928112	0	0.3360566277	0.8400442157	0.7790093693	0.4050284481
830	Synechococcus_sp_WH_8103_genomic.fasta	42.2482844513	0	0	0.5933405469	0.9531981254	1.7803764185	11.4914970599	10.1199025884	3.7828890858	3.3790295795	10.1480510469
831	Synechococcus_sp_WH_8109_genomic.fasta	3.9047068552	0	1.4572899282	0.5912259249	0.1902708765	0.3560972306	0.2727149593	0	0	1.0371079357	0
832	T-2016-70-F4-1_S12_contigs.fasta	3.6968580417	0	0	0	0.1905198689	1.7585693327	0.5471929807	0	0.4204163163	0.7801595431	0
833	T-2016-70-F4-2_S11_contigs.fasta	21.8293585461	0.2349287279	0	0.6877215193	1.7466533953	2.4579090413	9.1083210096	2.7138042535	2.415378029	0.6018980965	1.8627444737
834	T-2016-70-F4-3_S10_contigs.fasta	8.882542716	3.6054920535	1.4308727035	0.5924712842	0	0.3560207682	0	0.9858667839	0.8400784082	0.2600395293	0.8117011852
835	T-211_S5_contigs.fasta	10.2452180562	0	0.3971931378	0	0.4673074678	0.2905858847	1.5396274495	2.4602747742	2.0401132992	0.4238208859	2.6262951571
836	T-217_S6_contigs.fasta	1.9176236985	0	0	0	1.3018545562	0.3557391078	0	0	0	0.2600300345	0
837	T-218_S8_contigs.fasta	22.3428526168	2.7980503051	2.4065650438	3.5220712259	5.6450463325	0.3555157842	0.2736205109	0	2.0769560613	2.0604033908	3.2046239623
838	T-219_S4_contigs.fasta	3.6304622106	0	0.4859865816	0	0.5711858518	0	0.2736203673	0.3370799473	0.4183620655	1.5442273971	0
839	T-232_S7_contigs.fasta	67.9529682721	0.4046944602	2.3997589746	0	1.4937627989	19.2883349074	11.038501572	5.3127288179	4.9618655007	3.0754227317	19.9778985087
840	T-280_S9_contigs.fasta	0.8311047763	0	0.0268541692	0.0325757661	0.0517970244	0.038234887	0.3107159291	0.1648305481	0.0458827623	0.0286169628	0.1315967273
841	Tenacibaculum_dicentrarchi_strain_AY7486TD_genomic.fasta	5.5025172586	0	0.4858069243	0	0.1894252522	0	0	0.6740201504	1.2608038916	2.0802760829	0.8121849572
842	Tenacibaculum_sp_LPB0136_genomic.fasta	11.9507070381	0.810546056	2.9147632463	0.5919971224	2.2827090097	0.7121952932	1.0938989419	1.0119902067	0.4204017999	1.3001724952	0.8120328668
843	Teredinibacter_turnerae_T7901_genomic.fasta	5.6982370097	2.844058681	0	0	0	0.7117981039	0	0	0	0.5196877049	1.6226925199
844	Thalassolituus_oleivorans_MIL-1_genomic.fasta	34.1538796872	0.4064067072	0.9718865432	0	3.429967995	8.8990449526	5.1991118603	5.3963320425	2.1008604125	5.7198110159	2.030458158
845	Thalassolituus_oleivorans_R6-15_genomic.fasta	68.3805248279	7.7169517228	7.2860856938	7.7078673685	7.0468765857	9.2585414556	4.1039575947	2.698641146	7.567234689	7.2802749376	7.7140936342
846	Thalassolituus_oleivorans_strain_K188_genomic.fasta	46.6003877535	4.8226186152	4.9432647006	5.5320922321	5.0104504182	6.3404611607	5.1050062665	6.0071857176	3.5627687546	2.8666890043	2.4098508837
847	Thalassotalea_sp_LPB0090_genomic.fasta	4.2613601728	1.2185245714	0.9721887235	0	0.7613458008	0.355728647	0.2732938668	0	0.4202442414	0.2600343219	0
848	Thermaerobacter_marianensis_DSM_12885_genomic.fasta	6.7925146333	0.8123223668	0.4857487458	1.1861041791	0.5708105292	1.0679949394	0	0.3364108726	1.261205675	0.2600343727	0.8118829527
849	Thermoanaerobacter_siderophilus_SR4_genomic.fasta	5.3273762283	0.406406683	0.4849147298	0	0.5717128055	0.3560901675	0	1.0116941453	0.4186472506	2.0779104466	0
850	Thermococcus_barophilus_CH5_genomic.fasta	1.256444555	0	0	0.591925236	0	0	0	0	0	0.259283542	0.405235777
851	Thermococcus_barophilus_MP_genomic.fasta	5.9698334203	0	0	0	0	0	0.8206597301	2.023979793	1.6789648287	1.0401373291	0.4060917394
852	Thermococcus_eurythermalis_A501_genomic.fasta	2.5056084547	1.2166562802	0	0	0.1906390144	0.3554766446	0	0.3373298874	0	0	0.4055066281
853	Thermococcus_gammatolerans_EJ3_genomic.fasta	6.4727806598	0.8115011007	0.485940182	0	0.1906392711	0	0.2732606546	2.0205149115	0.8404821654	1.0398286138	0.8106137607
854	Thermococcus_litoralis_DSM_5473_genomic.fasta	0.6545375914	0	0	0	0.3809002728	0	0.2736373186	0	0	0	0
855	Thermococcus_nautili_strain_30-1_genomic.fasta	0.8128131709	0.8128131709	0	0	0	0	0	0	0	0	0
856	Thermococcus_onnurineus_NA1_genomic.fasta	2.4768782122	0.4064065538	0	0	0.5719183939	0.3543403146	0.5472746383	0.3373296717	0	0.2596086399	0
857	Thermococcus_sp_4557_genomic.fasta	16.5458850179	2.840487421	1.944377352	2.9607248172	1.9060393642	1.0672856297	0.5469102147	1.0095086761	2.9408602605	0.5200686514	0.8096226311
858	Thermococcus_sp_AM4_genomic.fasta	5.4570081225	2.4382157265	0.9721883659	0	0.1906396048	0	0	0.3363593968	1.2604004258	0.2592046027	0
859	Thermococcus_sp_CDGS_genomic.fasta	3.3880991352	0	0	0	0.1904535512	0.3549401934	0.2730167602	1.0112774724	0	1.558411158	0
860	Thermococcus_sp_CL1_genomic.fasta	0.546556093	0	0	0	0	0	0.546556093	0	0	0	0
861	Thermococcus_sp_ES1_genomic.fasta	2.0067296882	0.4064067653	0.4852322292	0	0.7592298887	0.355860805	0	0	0	0	0
862	Thermodesulfatator_indicus_DSM_15286_genomic.fasta	1.7355247662	0	0	0.5933477592	0.3802883011	0.355796273	0	0	0	0	0.4060924329
863	Thermoplasma_volcanium_GSS1_genomic.fasta	12.547562003	0	1.944376753	8.3064768221	0.1904259515	0	1.0945491717	1.0117333047	0	0	0
864	Thermosediminibacter_oceani_DSM_16646_genomic.fasta	1.3033991569	0	0	0.5933476489	0.1906395338	0	0	0	0	0.5194119742	0
865	Thermosipho_melanesiensis_BI429_genomic.fasta	1.4069533881	0.4063894898	0	0	0	0	0	0.3373250023	0	0.2579693709	0.4052695251
866	Thermosipho_melanesiensis_strain_431_genomic.fasta	1.4112381842	0	0.4834789555	0	0.571918375	0.3558408537	0	0	0	0	0
867	Thermosipho_sp_1063_genomic.fasta	12.4012217584	0	0.4839893266	1.1862089148	1.5243417708	1.4240295387	0.5463848199	1.0116736121	2.5198999906	2.0803245041	1.6243692808
868	Thermotoga_maritima_MSB8_1_genomic.fasta	7.1439196242	1.6250550248	1.4569336007	2.3724193189	0.5719183596	0.7118986657	0	0	0	0	0.4056946545
869	Thermotoga_maritima_MSB8_2_genomic.fasta	3.2657782627	0	0	0	0	0	0	0	0	2.8598397022	0.4059385605
870	Thermotoga_maritima_MSB8_3_genomic.fasta	0.6740573307	0	0.4839680554	0	0.1900892753	0	0	0	0	0	0
871	Thermotoga_maritima_MSB8_4_genomic.fasta	1.4605804401	0	0	0.592972313	0.1877423113	0	0	0	0.4204014992	0.2594643166	0
872	Thermotoga_maritima_strain_Tma100_genomic.fasta	2.5770767287	0.4041707072	0	1.185075398	0.3799121849	0	0.2705889086	0.33732953	0	0	0
873	Thermotoga_maritima_strain_Tma200_genomic.fasta	3.454237321	0	0	0	0.5718341155	0.3560975767	2.1889757005	0.3373299283	0	0	0
874	Thermotoga_neapolitana_DSM_4359_genomic.fasta	1.3728721193	0.4064066842	0	0	0.1906394214	0.3561324296	0	0	0.4196935841	0	0
875	Thermotoga_sp_2812B_genomic.fasta	2.882110849	0	0	0.5929093816	0.1906394205	1.4239021723	0	0.6746598746	0	0	0
876	Thermotoga_sp_Cell2_genomic.fasta	2.4559681811	0	0	0.5933476389	0.3799966284	0	0.5454570391	0	0.4204016789	0.5167651958	0
877	Thermotoga_sp_RQ2_genomic.fasta	29.1355231469	0.8128134829	0	2.3708495633	4.7616288916	5.6962753249	3.2782657877	3.7091219336	1.681468333	5.2007302574	1.6243695725
878	Thermotoga_sp_RQ7_genomic.fasta	2.7947558324	0.403539281	0.4840380229	0.5933477675	0.5704089232	0	0	0.3373296558	0	0	0.406092182
879	Thermovirga_lienii_DSM_17291_genomic.fasta	20.0804426982	0	9.2332711724	1.1860323347	1.7157558309	0.3559638276	1.9154610789	3.3732998874	0.4172276407	0.260033896	1.6233970296
880	Thiocystis_violascens_DSM_198_genomic.fasta	24.7132732001	2.4377716724	5.346400251	4.1524080181	3.4306497894	1.7802315773	1.9154622457	2.6978725838	0.8406871578	1.2996048293	0.8121850753
881	Thioflavicoccus_mobilis_8321_genomic.fasta	79.9966600782	13.0045532084	8.2623582424	10.6797650864	8.387887001	9.9689057847	4.1038967285	2.0233132295	7.9863273235	6.2399656123	9.3396878615
882	Thiolapillus_brandeum_Hiromi_1_genomic.fasta	37.3434982075	2.4367441666	2.4304717282	2.3727266731	4.956630723	6.4087891508	3.5546587782	5.0582809441	5.4651970201	1.8179191778	2.8420798456
883	Thiomicrospira_crunogena_XCL-2_genomic.fasta	4.4111177702	0.4056237604	0.9712023759	0.5932134273	0.762534214	0.7114853969	0.5472747231	0	0.4197838726	0	0
884	TiA_S9_contigs.fasta	5.2073692951	1.6223532822	0.9696632441	0	0.1899369581	0.3560942599	0.5466644796	0.3369421834	0	0.779951097	0.4057637908
885	TiB_S10_contigs.fasta	2.2376817813	0	0	1.7743586943	0.1897894302	0	0.2735336568	0	0	0	0
886	TiE_S11_contigs.fasta	2.5115943591	0	0	0	1.8963161693	0.3553528439	0	0	0	0.2599253459	0
887	Tistrella_mobilis_KA081020-065_genomic.fasta	28.6988748938	9.2936965606	2.0841208884	3.5321439451	2.4065495939	2.4596590441	0.9777444563	0.7232046018	3.0043130768	2.4765674229	1.7408753039
888	Titti15_S2_contigs.fasta	7.5862184202	1.6190608703	1.9400621913	1.774573274	0.5702248933	0	0.2736611623	0.3373531375	0	0.2600294536	0.8112534379
889	Titti16_S3_contigs.fasta	2.8791953839	0	0	0	0.1900824377	0	1.0896329137	0.6737516619	0	0.5197664374	0.4059619332
890	Titti18_S5_contigs.fasta	3.8742198559	0	3.8742198559	0	0	0	0	0	0	0	0
891	Titti19_S6_contigs.fasta	1.5555218838	0	0.9621964877	0.5933253961	0	0	0	0	0	0	0
892	Titti20_S7_contigs.fasta	10.9313936676	0.4058066737	0.4855887051	0	0.1896885596	0.712101906	0.2736990183	3.6999844631	0.8399150857	3.1110012028	1.2136080533
893	Titti21_S1_contigs.fasta	33.259044857	1.5793356946	1.4149872249	4.0354447194	3.8913320294	2.7694563047	2.9217265762	6.8832717579	2.4510541496	4.548588625	2.7638477753
894	Titti22_S2_contigs.fasta	6.1477759379	0	0	1.1808407378	0	0.3557964748	1.0880019315	1.0064428919	2.5166939019	0	0
895	Titti23_S3_contigs.fasta	4.6756683332	0.4056085204	0.4852416859	0	1.5064858902	1.4089011547	0.2727078018	0.3373297377	0	0.2593935425	0
896	Titti24_S4_contigs.fasta	3.0666867469	0.0810647626	0.2672589655	0.2963956279	0.4002324015	0.3381388419	0.2323610912	0.3705627871	0.3358595262	0.6237131356	0.1210996074
897	Titti25_S5_contigs.fasta	4.8133046644	0.4061829005	1.455057985	1.7774095982	0.3812754279	0	0.273415024	0	0	0.5199637288	0
898	Titti26_S6_contigs.fasta	3.3461564108	0.4057222999	0.4860987151	0.5925706209	0.76255633	0	0.2727091156	0	0.420398235	0	0.4061010943
899	Titti27_S7_contigs.fasta	66.2440448065	6.4620436849	4.3432908827	5.8931394575	7.957058616	8.1297278092	2.174107008	3.6860340121	6.2647817869	10.848141808	10.4857197412
900	Titti28_S8_contigs.fasta	3.5243694873	0.8122979833	0.4860938805	0	0.950378132	0	0.2730361191	0.3368683815	0	0.2600336144	0.4056613765
901	Titti29_S9_contigs.fasta	2.1009743644	1.2087498503	0.4861045261	0	0	0	0	0	0	0	0.406119988
902	Titti30_S10_contigs.fasta	35.6428544892	11.5160996673	2.8361333611	2.8821365438	5.9666225805	1.0292461609	2.4130816912	1.6439442306	2.4749647953	4.0685092114	0.8121162471
903	Titti33_S13_contigs.fasta	4.4217980842	0.4064018112	0	0	2.2815258681	0	0	0	0	0.5200647042	1.2138057007
904	TNX_S11_contigs.fasta	20.6616601684	3.2468685657	3.4003466972	4.1498405911	1.7149431982	0.7121474362	1.0932252633	1.0113455202	1.2584308054	2.8575251717	1.2169869194
905	Trichodesmium_erythraeum_IMS101_genomic.fasta	2.404074704	0	0	0	0	0	0	0	0	0.7801037379	1.6239709661
906	U1_S23_contigs.fasta	0.867413874	0	0.4860153293	0	0.3813985447	0	0	0	0	0	0
907	ukjent1_S8_contigs.fasta	10.1736143551	4.8337938725	0.4860920225	2.3596760224	0.1900303852	0	0	0	0.8404063346	0.2600674252	1.2035482927
908	ukjent2_S9_contigs.fasta	1.2254440191	0.4062351434	0	0	0.1900449483	0.355497767	0.2736661604	0	0	0	0
909	ukjent3_S10_contigs.fasta	7.4335129589	1.6194631992	1.452041674	0.593373535	1.518867321	0.7120642364	0	0.3373169146	0.4202702381	0.7801158406	0
910	V-H1309-2-2_S2_contigs.fasta	13.6631481968	2.8385503292	0.9696689885	2.3707766277	3.0435440148	1.0653869278	0	0.6746190543	1.2574412248	1.0372134882	0.4059475415
911	V-H1309-2-4_S3_contigs.fasta	3.1648614861	0	0	0	0.1905276885	0.3559291702	0	0.3368388125	0.8402526116	1.03522605	0.4060871533
912	V-H1309-5I_S5_contigs.fasta	7.4517250559	1.2169592556	0.970632208	2.3684739706	0.7620275444	0.7118677291	0	0.3367176739	0.4204107067	0.2600353314	0.4046006362
913	V34_S3_contigs.fasta	8.2470996276	0	1.9423666499	0.593135645	1.7137074774	0	0.5466025547	1.6849977139	0.8401141313	0.5200843833	0.4060910721
914	V36_S4_contigs.fasta	2.3341633516	0	0	0.5928331326	0.1906394733	0	0.2733867124	0.3371993638	0.4200950871	0.5200095824	0
915	Verrucomicrobia_bacterium_L21-Fru-AB_genomic.fasta	2.4955097494	0	1.4573204137	0	0	0	0	0	0	1.0381893357	0
916	Verrucosispora_maris_AB-18-032_genomic.fasta	8.3875556425	4.1631874054	0.8288699565	1.1818353447	0.9221987763	0.6077842666	0.1553108668	0.0957802953	0.3585954341	0.0739932968	0
917	Vibrio_alginolyticus_strain_ATCC_33787_genomic.fasta	9.7237632185	0.406177532	0.4860940027	0.5929152096	0.1906392032	0.7116495544	0.5472747313	2.3600139041	0.8398846101	1.5586521431	2.030462328
918	Vibrio_alginolyticus_strain_ZJ-T_genomic.fasta	0.8454716389	0	0	0	0.5718447419	0	0.273626897	0	0	0	0
919	Vibrio_anguillarum_775_genomic.fasta	7.40959806	0.4064065875	1.4579972893	0	1.143364047	0.7121951665	0.2731695182	1.0119922074	0	0.7801032959	1.6243699482
920	Vibrio_anguillarum_M3_genomic.fasta	2.0272069211	0.4057178853	0	0	0.1906393232	0	0	1.0108142867	0.4200354259	0	0
921	Vibrio_anguillarum_NB10_genomic.fasta	3.3320533737	0	0.4860941288	0.5921522892	0.7620811571	0	0	0	0.4195068128	0.2600342125	0.8121847733
922	Vibrio_anguillarum_strain_90-11-286_genomic.fasta	16.723241656	1.2182708174	1.944049652	0.592839155	2.6685367525	2.4925983799	1.913894835	1.3487709642	0.8405729781	2.0793381273	1.6243699946
923	Vibrio_breoganii_strain_FF50_genomic.fasta	0.3803292877	0	0	0	0.3803292877	0	0	0	0	0	0
924	Vibrio_campbellii_ATCC_BAA-1116_genomic.fasta	3.0867976544	0	0	1.1865646218	0.1899424235	0.3557845021	0	0.674575109	0.42015074	0.259780258	0
925	Vibrio_cholerae_strain_Env-390_genomic.fasta	35.9051607433	5.6889823764	4.8595581062	2.3730952513	6.097870167	6.0536617782	2.4624436672	2.361044926	0.4199047724	2.3398596568	3.2487400418
926	Vibrio_coralliilyticus_OCN014_genomic.fasta	107.8110972048	8.5345453657	15.5549830406	13.6463323737	9.3409298606	11.7511280274	7.3881862163	7.0833924813	18.4961260607	5.4590881062	10.5563856723
927	Vibrio_coralliilyticus_RE98_genomic.fasta	1.8280852791	0	0	0	0	0	0.2736371127	0.3365506619	0	0	1.2178975045
928	Vibrio_coralliilyticus_strain_58_genomic.fasta	4.1762507987	0.4060054878	1.4581419858	0	0.5715373664	0	0.5462350538	0.6742619142	0	0.5200689907	0
929	Vibrio_fischeri_ES114_genomic.fasta	3.3765907399	0	0.48573011	0	0.1902785373	0	0.2736373168	0.6745136964	0.4201776018	0.5200688206	0.812184657
930	Vibrio_fischeri_MJ11_genomic.fasta	5.2163049311	0.8128134759	1.4579199824	1.1866957769	0.1903135386	0	0	0.3369041668	0.4204015822	0	0.8112564083
931	Vibrio_furnissii_NCTC_11218_genomic.fasta	5.5303433867	0	1.9417054195	1.7794430854	1.1435407428	0	0	0	0	0.2600345089	0.4056196301
932	Vibrio_harveyi_strain_QT520_genomic.fasta	7.1437034789	1.2185123379	2.4300763912	1.7794045632	1.7157101866	0	0	0	0	0	0
933	Vibrio_natriegens_NBRC_15636_ATCC_14048_DSM_759_genomic.fasta	2.0439941517	0	0.4860944375	0	0	0	0.5466765544	1.0112231598	0	0	0
934	Vibrio_natriegens_strain_CCUG_16371_genomic.fasta	0.3812792457	0	0	0	0.3812792457	0	0	0	0	0	0
935	Vibrio_natriegens_strain_CCUG_16373_genomic.fasta	11.0338159237	4.0640690043	1.9443044248	1.1866959681	1.7157569893	0.3560266127	0	0	0.8408037526	0.5200689466	0.4060902253
936	Vibrio_natriegens_strain_CCUG_16374_genomic.fasta	23.7281735467	6.5009242127	1.4579873326	4.1518130465	1.9057028695	0.7121693612	0.5458357744	1.3486437462	2.1005082035	3.3802064968	1.6243825033
937	Vibrio_nigripulchritudo_str_SFn1_genomic.fasta	11.4371200268	4.470184222	2.4293114564	1.1866961208	0.9528501037	0.3558216532	0	0.3373300184	0	1.2989252401	0.4060012122
938	Vibrio_parahaemolyticus_BB22OP_genomic.fasta	3.8828840849	0	1.4577769287	0.5931310222	0.1905073454	0	0.5468788729	0.674430908	0.4201590077	0	0
939	Vibrio_parahaemolyticus_strain_CHN25_genomic.fasta	1.2595358565	0.4061542763	0	0.5933476896	0	0	0	0	0	0.2600338906	0
940	Vibrio_parahaemolyticus_strain_FORC_018_genomic.fasta	2.2311618074	0.4062983284	0.9718419815	0.5933478953	0	0	0	0	0	0.2596736022	0
941	Vibrio_parahaemolyticus_UCM-V493_genomic.fasta	4.9911317053	0	1.9442486517	2.3723646092	0	0	0	0.6745184444	0	0	0
942	Vibrio_scophthalmi_strain_VS-05_genomic.fasta	45.2197858689	2.4376836929	4.3734566462	6.5260078803	5.9091766725	2.135527599	3.0092347214	5.0595423303	7.9876369291	4.9404439279	2.8410754693
943	Vibrio_scophthalmi_strain_VS-12_genomic.fasta	2.6759890273	0	0	0	0.76212816	0	0.8197851962	0.6741118744	0.4199637967	0	0
944	Vibrio_sp_EJY3_genomic.fasta	2.0070270458	0	0	0	0.3807906509	0	0.5463462058	0.6744306022	0	0	0.4054595869
945	Vibrio_sp_Ex25_genomic.fasta	1.0722407391	0.4064068448	0	0	0	0	0	0	0	0.2597414515	0.4060924428
946	Vibrio_tubiashii_ATCC_19109_genomic.fasta	42.3955446401	1.6254398197	4.373375415	5.3395372268	3.239767682	3.5600127646	1.9151573424	5.3968169451	8.4002485047	2.860396604	5.6847923358
947	Vibrio_vulnificus_strain_93U204_genomic.fasta	7.1421630216	1.6232427069	1.9440866678	0	1.14355614	0	0	0	0.8390065738	0.7800862278	0.8121847053
948	VO4_S11_contigs.fasta	8.0812363875	0.8119505812	1.4341317046	0	0.381332448	1.0468557845	0.5470328897	0.6741120025	1.2406953476	1.5389483034	0.406177326
949	VO5_S12_contigs.fasta	2.9991100932	0	0	0	0	0.7118419286	1.6133170184	0.6739511462	0	0	0
950	VO6_S13_contigs.fasta	61.124571685	27.3071811628	13.435617594	4.6891599417	1.6951027999	0.3562015988	1.6194134523	2.3339772175	4.566386135	2.3157409775	2.8057908055
951	VO8_S14_contigs.fasta	2.6748410813	0.8124551665	0.928165701	0	0.1906588024	0	0	0.3373914395	0	0	0.4061699719
952	VSalm554_S15_contigs.fasta	3.361102574	0	0.4862090237	0.5933874121	0.3804643912	0	0.5468585611	0.674431296	0.420414689	0.2593372009	0
953	VSalm561_S16_contigs.fasta	0.1173959739	0	0	0	0	0	0	0.0661819806	0	0.0512139933	0
954	VSalmN5541_S14_contigs.fasta	0.4800351384	0	0	0	0	0	0	0.2710447664	0	0.208990372	0
955	Vw1_S1_contigs.fasta	3.3242332698	0.4059407631	0	0.5930419649	0	1.0619001335	0	1.0033037806	0	0.2600466277	0
956	Vw11_S2_contigs.fasta	1.5353177677	0.4056249524	0	0	0.1906593075	0	0	0	0.4195587007	0.5194748071	0
957	Vw12_S5_contigs.fasta	2.3667799651	0	0	0.5932557558	0	0.3559760119	0	0.9972897474	0.42025845	0	0
958	Vw130426_S9_contigs.fasta	5.6566435722	0	0.9543108841	0.5933724396	0.3812000955	0	0.5473339206	0.3373441943	1.6576551521	0.7799115811	0.4055153049
959	Vw27_S8_contigs.fasta	1.7200384887	0	0.8940687424	0	0	0	0	0	0.4204741631	0	0.4054955832
960	Vw29_S11_contigs.fasta	58.9512829573	7.1643241663	8.1054068604	1.7457052311	8.0294693002	9.7745521123	4.5673706479	6.6029308261	4.533185958	4.8397293209	3.5886085341
961	Vw35_S3_contigs.fasta	0.5719207442	0	0	0	0.5719207442	0	0	0	0	0	0
962	Vw5_S4_contigs.fasta	2.0648738558	1.578710844	0.4861630118	0	0	0	0	0	0	0	0
963	Vw7_S7_contigs.fasta	4.555502454	0	0	0.5933755344	0.5714355615	1.3853156771	0.8209384339	0	0	0.7789093668	0.4055278803
964	Vw8_S10_contigs.fasta	11.2466827025	2.8086144607	0.9499410397	2.351512523	0.934350793	1.403759902	0.2736295095	0	1.2437170194	1.2811574552	0
965	VwK7F1_S12_contigs.fasta	4.3269654217	0	0.486105056	0.5930697687	0.5714462297	0.3559025372	0.8204381471	0.6741364603	0.4200846794	0	0.4057825433
966	Weissella_ceti_strain_WS08_genomic.fasta	0.9494444092	0	0	0.5933470713	0	0.3560973379	0	0	0	0	0
967	Weissella_ceti_strain_WS105_genomic.fasta	1.5150374209	0	0	0	0	0.3560973189	0	0.335385983	0.4194058104	0	0.4041483086
968	Weissella_ceti_strain_WS74_genomic.fasta	5.1540790522	0	0.4858374943	2.370625269	0	0	0.2736366816	2.0239796073	0	0	0
969	Wenyingzhuangia_fucanilytica_strain_CZ1127_genomic.fasta	33.4962358386	0.6062164691	2.5388368099	1.7681979704	2.133893853	1.3278546789	4.08342841	3.7756095753	6.5868911469	3.1050805093	7.5702264158
970	Wenzhouxiangella_marina_strain_KCTC_42284_genomic.fasta	0.9480722561	0	0	0	0	0	0.2736374018	0.6744348543	0	0	0
971	Winogradskyella_sp_PG-2_genomic.fasta	4.2884740311	0	0	0	0	0.3544867086	0.820912349	2.6930491568	0.4200258167	0	0
972	Woeseia_oceani_strain_XK5_genomic.fasta	46.7709631192	2.0313747262	5.3460663486	15.4180074248	2.8574129558	4.2731730302	5.7463868497	5.396982235	3.3625968376	2.3389627113	0
973	Yangia_sp_CCB-MM3_genomic.fasta	10.1211082018	4.0640688207	1.9436290284	0.5933044576	1.3340074776	0	0.2733198215	0	0.8407830263	0.2600336613	0.8119619084
